broad_id,BDB Target,DC Target,DRH Target,TTD Target,Merged Target
BRD-A04447196,,,,,
BRD-A56754222,,,,,
BRD-K33499285,KCNH2,,,,KCNH2
BRD-K02780233,,,,,
BRD-K97197005,"ABCC4, ABCC3","CYP3A5, PGR",,,"CYP3A5, ABCC3, PGR, ABCC4"
BRD-K97472745,SHBG,SHBG,"AR, ESR1, PGR",,"AR, ESR1, PGR, SHBG"
BRD-K31342827,"PRKCD, CDK4, PRKCA, PRKCH, CDK1, SIRT2, SIRT1, GSK3B, CDK2, PRKCG, PRKCZ, KCNH2, PRKCE, PRKCB, PRKCQ",,"PDPK1, PIM1, PRKCI, PRKCZ","PRKCD, PRKCA, SIRT2, PRKCE, PRKCI, SIRT1, GSK3B, Bact lef, PIM1, PRKCZ, KCNH2, PRKCG, PRKCB, PRKCQ, Malaria Pfmrk","PRKCD, PRKCA, GSK3B, PRKCE, SIRT2, PRKCI, Bact lef, PRKCZ, PRKCG, PRKCB, Malaria Pfmrk, PDPK1, SIRT1, CDK4, PRKCH, CDK1, CDK2, PIM1, KCNH2, PRKCQ"
BRD-A25625670,,,GGT1,,GGT1
BRD-K19669037,,,CDKN1A,,CDKN1A
BRD-K72280606,"RET, FLT3","RET, AXL, ALK, FLT3, NTRK1, LTK, MERTK, ROS1",FLT3,"AXL, FLT3","RET, AXL, ALK, FLT3, NTRK1, LTK, MERTK, ROS1"
BRD-K35687421,,DPYD,DPYD,,DPYD
BRD-K42679315,,,"GLRA1, GLRB",,"GLRB, GLRA1"
BRD-K93816012,,,"GLRA1, GLRA2, GLRA3, GLRB, HTR3A, HTR3B",,"HTR3A, GLRA2, GLRA1, HTR3B, GLRB, GLRA3"
BRD-K01942833,,,PTGS2,,PTGS2
BRD-A84810646,,,,,
BRD-K00003326,,,,,
BRD-A44511856,,,KCNH2,,KCNH2
BRD-K13810148,"HDAC9, HDAC7, LTA4H, HDAC1, HDAC3, HDAC5, HDAC8, HDAC6, HDAC2, HDAC4",,"HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9","HDAC9, HDAC7, LTA4H, HDAC1, HDAC3, HDAC5, HDAC8, HDAC6, HDAC2, HDAC4","HDAC9, HDAC7, LTA4H, HDAC1, HDAC5, HDAC3, HDAC8, HDAC6, HDAC2, HDAC4"
BRD-K03827870,GCK,,GCK,,GCK
BRD-K79710622,,,"NOX1, NOX4",,"NOX4, NOX1"
BRD-K38272302,,,TGM2,,TGM2
BRD-K01826515,,,CFTR,,CFTR
BRD-K34341643,"CYP2C19, CYP3A4, CYP2C9",SMO,SMO,,"SMO, CYP2C19, CYP2C9, CYP3A4"
BRD-K00003260,,,,,
BRD-K00003288,,,,,
BRD-A61154809,,,,,
BRD-K34776109,"ABCC4, ABCC3","ABCC8, ABCC9, KCNJ11","ABCC8, KCNJ1, KCNJ11",,"KCNJ1, ABCC3, ABCC9, ABCC8, KCNJ11, ABCC4"
BRD-K12219985,"ABCC4, ABCC3, CYP3A4","ABCC8, KCNJ11","ABCC8, KCNJ10, KCNJ11, PPARG","ABCB11, ABCC4, CYP3A4, ABCC2","ABCB11, ABCC3, ABCC2, ABCC8, KCNJ10, KCNJ11, ABCC4, PPARG, CYP3A4"
BRD-K80396088,"ABCC4, ABCC3","ABCC8, KCNJ11","ABCC8, KCNJ10, KCNJ8",,"ABCC3, KCNJ8, ABCC8, KCNJ10, KCNJ11, ABCC4"
BRD-K00004731,,,,,
BRD-K00003380,"ITGA5, ITGB1, ITGA2, ITGB5, ITGB6, ITGB3, ITGB8",,,"ITGAV-ITGB6, ITGA5-ITGB1, ITGA2-ITGB1, ITGAV-ITGB5, ITGA2B; ITGB3, ITGAV-ITGB3, ITGA4-ITGB7","ITGA5, ITGAV-ITGB6, ITGA5-ITGB1, ITGA2-ITGB1, ITGAV-ITGB5, ITGB1, ITGA2, ITGB5, ITGB6, ITGA2B; ITGB3, ITGAV-ITGB3, ITGB3, ITGB8, ITGA4-ITGB7"
BRD-K15893360,,,AR,,AR
BRD-K04643927,,,AR,,AR
BRD-K00003095,"CYP2C19, CYP3A4, CYP2C9",,,"CYP2D6, CFTR, CYP2C9, KCNH2, CYP3A4","CYP2D6, CYP2C19, CFTR, CYP2C9, KCNH2, CYP3A4"
BRD-K60150658,,,,,
BRD-K04288422,,,LCT,,LCT
BRD-K29918010,,,IL1B,,IL1B
BRD-K69346723,"EHMT1, GSTK1",GSTK1,"ESD, GGT1, GLO1, GLRX, GLRX2, GPX1, GPX2, GPX3, GPX4, GPX5, GPX6, GPX7, GPX8, GSR, GSS, GSTA1, GSTA2, GSTA3, GSTA4, GSTA5, GSTK1, GSTM1, GSTM2, GSTM3, GSTM4, GSTM5, GSTO1, GSTO2, GSTP1, GSTT1, GSTZ1, HAGH, HPGDS, LTC4S, MGST1, MGST2, MGST3, TXNDC12","EHMT1, EHMT2, GLO1","HAGH, EHMT1, LTC4S, GSR, GSTM3, GSTA1, MGST2, GLO1, GGT1, GPX3, GSTA4, GSTO2, GLRX2, GSTM1, GSS, MGST1, GPX1, GPX6, GPX7, GSTM4, GSTK1, GSTT1, GPX8, EHMT2, GSTA2, GSTM5, GSTA5, HPGDS, GSTZ1, GPX4, GSTA3, ESD, GLRX, GPX2, GPX5, TXNDC12, GSTP1, GSTM2, MGST3, GSTO1"
BRD-K58937086,,,,,
BRD-K85066592,ACE,,,,ACE
BRD-K36927236,"ABCC3, ABCG2, NLRP3, MDH1, CISD1, KCNH2, ABCC4, PPARG","ABCB11, ABCC9, CFTR, NLRP3, CYP2C9, ABCC8, KCNJ11, KCNH2, CISD1, PPARG","ABCA1, ABCB11, ABCC8, ABCC9, CFTR, CPT1A, KCNJ1, KCNJ11, KCNJ5, KCNJ8, SLCO2B1","ABCB11, CFTR, NLRP3, KCNH2, SLCO1B1, ABCC4, PPARG","NLRP3, ABCC8, PPARG, KCNJ1, ABCC9, CFTR, CPT1A, ABCA1, SLCO2B1, ABCC3, MDH1, KCNJ11, CISD1, SLCO1B1, ABCB11, ABCG2, KCNJ8, CYP2C9, KCNH2, KCNJ5, ABCC4"
BRD-A10773072,,,,,
BRD-K00003520,,,,,
BRD-K78303961,XDH,,TNF,,"XDH, TNF"
BRD-A81233518,,,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5",,"CHRM3, CHRM1, CHRM4, CHRM2, CHRM5"
BRD-K00004613,,,FKBP1A,,FKBP1A
BRD-K69832040,"NAMPT, CYP2C19, CYP3A4, CYP2C9",,NAMPT,,"NAMPT, CYP2C19, CYP2C9, CYP3A4"
BRD-K33963447,LRRK2,,,,LRRK2
BRD-K97056771,ABL1,,"ABL1, BCR","BCR-ABL1, ABL1","BCR, BCR-ABL1, ABL1"
BRD-K87632963,ABL1,,"ABL1, BCR",,"BCR, ABL1"
BRD-K19975102,,,"NTRK1, NTRK2, NTRK3","NTRK2, NTRK1, KIT","NTRK1, NTRK2, NTRK3, KIT"
BRD-K69075588,"TNK2, ABL1, BMX",,"GCK, TNK2",,"ABL1, GCK, TNK2, BMX"
BRD-K64748124,OPRK1,,"OPRK1, OPRM1",,"OPRM1, OPRK1"
BRD-K36984403,,,"PRKCA, PRKCB, PRKCD, PRKCG, PRKCZ",,"PRKCD, PRKCA, PRKCZ, PRKCG, PRKCB"
BRD-A57886255,,,GBF1,,GBF1
BRD-K69001009,"MET, KDR",,"KDR, MET","MET, KDR","MET, KDR"
BRD-K96874295,,GNRHR,GNRHR,,GNRHR
BRD-K99504665,,"GNRHR, LHCGR","GNRHR, LHCGR",,"GNRHR, LHCGR"
BRD-K19295594,"LDHA, BCL2L2, MDM2, MCL1, LDHB, BCL2L1, EIF4G1, CASP1, KIF11","ESR1, LDHA, BCL2L2, SLC2A1, MCL1, MPG, LDHB, BCL2L1, BCL2, AKR1B1, KIF11",BCL2,"LDHA, SLCO1B3, SLCO1B1, BCL2L2, SLC2A1, MCL1, MDM2, BCL2L1, BCL2, AKR1B1, KIF11","LDHA, ESR1, SLCO1B3, SLCO1B1, BCL2L2, MDM2, MCL1, SLC2A1, MPG, LDHB, BCL2L1, EIF4G1, BCL2, AKR1B1, CASP1, KIF11"
BRD-K67397687,GPBAR1,,GPBAR1,,GPBAR1
BRD-K44869961,"FKBP1A, FKBP4, MTOR, FKBP5",,FKBP1A,"FKBP1A, FKBP4, MTOR, FKBP5","FKBP4, MTOR, FKBP5, FKBP1A"
BRD-A90201073,PYGL,,,,PYGL
BRD-K83289131,NAMPT,,NAMPT,,NAMPT
BRD-K19409553,,,FFAR4,,FFAR4
BRD-K65285700,"CNR2, CNR1",,CNR2,,"CNR2, CNR1"
BRD-K34608650,,,CNR2,,CNR2
BRD-K50891186,"DRD2, DRD4",,DRD3,,"DRD2, DRD4, DRD3"
BRD-K49945136,"HTR2B, HTR3A, HTR2C",,HTR4,,"HTR2B, HTR3A, HTR2C, HTR4"
BRD-K11911061,"HTR2B, HTR1E, OPRM1, UBE2N, HTR2C, CHRM3, DRD4, OPRK1, HRH1, OPRD1, HTR1D, HTR7, CHRM5, SLC6A4, HTR6, DRD2, HTR1B, HTR1F",,"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR6","DRD1, DRD4, OPRK1, HRH1, OPRD1, HTR6, DRD2, OPRM1, HTR2C, HTR1A, HTR2A, CHRM5, HTR1B, CHRM3, DRD3, CHRM2, HTR4, DRD5, CHRM1, CHRM4, HTR7, SLC6A4, HTR1D","HTR2B, UBE2N, DRD1, DRD4, OPRK1, HRH1, OPRD1, HTR6, DRD2, HTR1F, OPRM1, HTR2C, HTR1A, HTR2A, CHRM5, HTR1B, HTR1E, CHRM3, DRD3, CHRM2, HTR4, DRD5, CHRM1, CHRM4, HTR7, SLC6A4, HTR1D"
BRD-K83023055,"MTNR1A, MTNR1B, NQO2",,,"MTNR1A, MTNR1B, NQO2","MTNR1A, MTNR1B, NQO2"
BRD-K12120659,,,"ITGA2B, ITGB3",,"ITGB3, ITGA2B"
BRD-K52394958,TACR2,,"TAC1, TACR2",TACR2,"TAC1, TACR2"
BRD-K00004242,"NR3C2, AR, NR1H4",,NR1H4,,"NR3C2, AR, NR1H4"
BRD-K40578143,"ADORA1, ADORA2A, ADORA3, ADORA2B",,"ADORA1, ADORA2A",,"ADORA2A, ADORA2B, ADORA3, ADORA1"
BRD-K45170529,,,,,
BRD-K26005076,,,,,
BRD-A10967948,HTR3A,"HTR3A, SLC47A1, CHRNB2, CHRNA4, SLC22A2, HTR3B, KCNH2, CHRNA3",HTR3A,,"HTR3A, SLC47A1, CHRNB2, CHRNA4, SLC22A2, HTR3B, KCNH2, CHRNA3"
BRD-K62050508,"PTGER2, PTGIR, PTGER4",,PTGER4,"PTGER4, PTGFR, PTGER1, TBXA2R, PTGER2, PTGIR, PTGER3","PTGER4, PTGFR, PTGER1, TBXA2R, PTGER2, PTGIR, PTGER3"
BRD-K24943235,,,,,
BRD-K08273968,SLC22A1,"SLC22A1, CYP51A1",KRT12,,"KRT12, SLC22A1, CYP51A1"
BRD-K62594868,,,HTR4,,HTR4
BRD-K98155362,"DRD2, HTR1B, HTR1D",,HTR1D,,"DRD2, HTR1B, HTR1D"
BRD-K99916169,,,"BTRC, NFKBIA",,"BTRC, NFKBIA"
BRD-K75478907,"GABBR1, SLC6A3, SLC6A2",,GABBR1,,"GABBR1, SLC6A3, SLC6A2"
BRD-K68453341,"ADORA1, ADORA2B, ADORA3, ADORA2A",,"ADORA1, ADORA2A, ADORA2B, ADORA3",,"ADORA2A, ADORA2B, ADORA3, ADORA1"
BRD-K73585091,,,TLR7,"TLR8, TLR7","TLR7, TLR8"
BRD-K26526496,,,,,
BRD-K76719364,"RET, JAK2, KDR, CYP2C19, FLT3, CYP2C9, SYK, CYP3A4",,SYK,"RET, JAK2, KDR, CYP2D6, FLT3, CYP2C9, SYK, CYP3A4","RET, JAK2, KDR, CYP2D6, CYP2C19, FLT3, CYP2C9, SYK, CYP3A4"
BRD-K32847255,"KDM5A, KDM4E, KDM3A, KDM5C",,KDM6B,"KDM5A, KDM4A, KDM6B, KDM4E, KDM3A","KDM5A, KDM4A, KDM6B, KDM5C, KDM4E, KDM3A"
BRD-K82484347,,,,,
BRD-K98203492,,,"KDM6A, KDM6B",,"KDM6A, KDM6B"
BRD-K55438324,,,,,
BRD-K33521504,KDM1A,,KDM1A,,KDM1A
BRD-K04923131,ALOX5,,"GSK3A, GSK3B",,"ALOX5, GSK3A, GSK3B"
BRD-K98684188,PPARG,,PPARD,,"PPARD, PPARG"
BRD-K06750613,,,PIK3CG,,PIK3CG
BRD-K36740062,"AURKC, AURKB, AURKA, CYP2C19, LOC102724428, FLT1, CYP2C9, FLT4, FGFR1, CYP3A4, TEK",,"AURKA, AURKB, AURKC, CYP2D6, CYP3A4","AURKC, AURKB, AURKA, CYP2D6, FLT1, CYP2C9, SIK1, FLT4, FGFR1, CYP3A4, TEK","AURKC, AURKB, AURKA, CYP2D6, CYP2C19, LOC102724428, FLT1, CYP2C9, SIK1, FLT4, FGFR1, CYP3A4, TEK"
BRD-K60341624,,,GRPR,,GRPR
BRD-K36697397,,,UTS2R,,UTS2R
BRD-K69669039,"CYP2C19, KCNH2, CYP3A4, CYP2C9",,"HTR1A, HTR1B, HTR1D","HTR2B, HTR2C, CYP2D6, HTR1A, DRD3, CYP2C9, HTR2A, HTR7, HTR1D, KCNH2, HTR6, DRD2, HTR1B, CYP3A4","HTR2B, HTR2C, CYP2D6, CYP2C19, HTR1A, CYP2C9, DRD3, HTR2A, HTR1D, HTR7, KCNH2, HTR6, DRD2, HTR1B, CYP3A4"
BRD-K06749501,"BMPR2, CHEK1, LIMK1, COQ8A, HIPK3, MAPK8, TRPM6, PLK4, NUAK1, CDK14, ABL2, EPHB6, YES1, KDR, CSNK1G2, CDK7, CSNK1G1, HUNK, CASK, CDK19, MYLK4, EGFR, PIM3, CHEK2, CILK1, COQ8B, EPHA3, BMP2K, TLK1, GAK, PRKCD, SRPK3, MAPK3, HCK, MYO3A, DAPK1, NUAK2, NEK5, MAST1, EPHA8, TYRO3, LOC102724428, ABL1, ERN1, RPS6KB1, BMX, TNK1, DYRK1A, EPHA2, FGFR3, MAPK12, CAMK1G, BRSK1, IKBKE, STK39, PRKACA, CAMK1D, MAP3K20, RPS6KA1, STK24, DYRK2, SRMS, CDK5, STK26, WEE2, MAPKAPK5, FRK, CDK8, FGFR1, PAK5, MAPK11, IKBKB, MAPK14, ITK, ERBB3, RPS6KA6, CDC42BPB, EIF2AK2, JAK3, AURKA, BRAF, LTK, STK36, DSTYK, PRKCQ, RET, SNRK, JAK1, MYLK3, PIK3CA, LRRK2, PRKD1, PIP4K2B, BUB1B-PAK6, PAK4, TTK, MAP3K1, PLK3, MAP3K15, ULK1, ACVR2A, CSNK2A1, NEK7, MAPKAPK2, SLK, PIM2, MARK2, AAK1, EIF2AK4, PDGFRB, TAOK3, CSNK1G3, CAMK2B, ACVR2B, MAPK10, TGFBR2, TYK2, MAP3K2, CSNK1A1, TESK1, MAP3K4, CDK2, STK10, CDKL5, MYLK, PHKG2, MAP3K19, TEC, MAP4K1, MAP4K3, RPS6KA3, NEK9, MAPK9, CAMK4, RIOK2, NEK3, DMPK, SRPK1, INSRR, OXSR1, DAPK3, HIPK2, RPS6KA4, ULK3, PLK2, CDK11A, DCLK3, MTOR, PIK3C2G, MAP2K3, NLK, STK17A, MET, MAPK13, EPHA6, MAP3K6, MYLK2, CDKL3, PIP5K1C, LATS2, EPHA5, SYK, MAP2K2, PRKCE, CDK17, SRPK2, INSR, ERBB4, ROCK2, CAMKK1, EPHB4, MERTK, PIK3CD, IGF1R, PRKCH, MAP3K10, SBK3, MAPK6, GRK1, CSNK1A1L, AURKC, STK32A, LATS1, MAP3K13, GRK7, CSNK2A2, LIMK2, MAP4K4, PKN2, STK38L, IRAK4, HIPK4, MAP3K7, MAK, CIT, FGFR2, TNK2, TSSK1B, MAP2K4, DAPK2, CLK4, BTK, PLK1, MATK, MUSK, PTK6, ULK2, MAP3K12, CHUK, CDK13, MKNK1, VRK2, RAF1, ZAP70, MKNK2, BLK, MAP3K11, JAK2, PIP4K2C, CLK1, FLT1, TIE1, MAPK15, MAP2K5, PRKD2, BRSK2, PTK2, GSK3B, SBK1, AKT3, TEK, PHKG1, PDGFRA, TAOK1, CAMK1, CLK2, STK35, STK25, RIOK1, CDK15, EIF2AK1, EPHB1, NEK4, STK3, STK32B, DDR1, ROCK1, EPHB2, MINK1, RIOK3, ALK, PIK3C2B, STK32C, PRKACB, MAP2K6, WEE1, CDK4, PKN1, FLT3, PRKD3, PIP5K1A, CDK11B, TNNI3K, MYO3B, MAPK1, ACVR1, IRAK3, CAMK2A, TLK2, MAP2K1, LYN, CDC42BPG, PIK3CG, DCLK2, STK11, ANKK1, C8orf44-SGK3, PDPK1, PKMYT1, CAMKK2, EPHA4, FLT4, NIM1K, DCLK1, MARK4, GSK3A, CSK, ACVR1B, NEK11, PRKG2, CDC42BPA, DDR2, PIK3CB, AURKB, STK38, STK33, HIPK1, GRK4, NEK6, EPHB3, PRKG1, MAPK4, MAP3K3, PRKX, RPS6KA5, CDK9, RPS6KA2",,"ALK, IGF1R, INSR, RPS6KA1","ALK, MAPK8, IGF1R, MAPK10, INSR","BMPR2, CHEK1, LIMK1, COQ8A, HIPK3, MAPK8, TRPM6, PLK4, NUAK1, CDK14, ABL2, EPHB6, YES1, KDR, CSNK1G2, CDK7, CSNK1G1, HUNK, CASK, CDK19, MYLK4, EGFR, PIM3, CHEK2, CILK1, COQ8B, EPHA3, BMP2K, TLK1, GAK, PRKCD, SRPK3, MAPK3, HCK, MYO3A, DAPK1, NUAK2, NEK5, MAST1, EPHA8, TYRO3, LOC102724428, ABL1, ERN1, RPS6KB1, BMX, TNK1, DYRK1A, EPHA2, FGFR3, MAPK12, CAMK1G, BRSK1, IKBKE, STK39, PRKACA, CAMK1D, MAP3K20, RPS6KA1, STK24, DYRK2, SRMS, CDK5, STK26, WEE2, MAPKAPK5, FRK, CDK8, FGFR1, PAK5, MAPK11, IKBKB, MAPK14, ITK, ERBB3, RPS6KA6, CDC42BPB, EIF2AK2, JAK3, AURKA, BRAF, LTK, STK36, DSTYK, PRKCQ, RET, SNRK, JAK1, MYLK3, PIK3CA, LRRK2, PRKD1, PIP4K2B, BUB1B-PAK6, PAK4, TTK, MAP3K1, PLK3, MAP3K15, ULK1, ACVR2A, CSNK2A1, NEK7, MAPKAPK2, SLK, PIM2, MARK2, AAK1, EIF2AK4, PDGFRB, TAOK3, CSNK1G3, CAMK2B, ACVR2B, MAPK10, TGFBR2, TYK2, MAP3K2, CSNK1A1, TESK1, MAP3K4, CDK2, STK10, CDKL5, MYLK, PHKG2, MAP3K19, TEC, MAP4K1, MAP4K3, RPS6KA3, NEK9, MAPK9, CAMK4, RIOK2, NEK3, DMPK, SRPK1, INSRR, OXSR1, DAPK3, HIPK2, RPS6KA4, ULK3, PLK2, CDK11A, DCLK3, MTOR, PIK3C2G, MAP2K3, NLK, STK17A, MET, MAPK13, EPHA6, MAP3K6, MYLK2, CDKL3, PIP5K1C, LATS2, EPHA5, SYK, MAP2K2, PRKCE, CDK17, SRPK2, INSR, ERBB4, ROCK2, CAMKK1, EPHB4, MERTK, PIK3CD, IGF1R, PRKCH, MAP3K10, SBK3, MAPK6, GRK1, CSNK1A1L, AURKC, STK32A, LATS1, MAP3K13, GRK7, CSNK2A2, LIMK2, MAP4K4, PKN2, STK38L, IRAK4, HIPK4, MAP3K7, MAK, CIT, FGFR2, TNK2, TSSK1B, MAP2K4, DAPK2, CLK4, BTK, PLK1, MATK, MUSK, PTK6, ULK2, MAP3K12, CHUK, CDK13, MKNK1, VRK2, RAF1, ZAP70, MKNK2, BLK, MAP3K11, JAK2, PIP4K2C, CLK1, FLT1, TIE1, MAPK15, MAP2K5, PRKD2, BRSK2, PTK2, GSK3B, SBK1, AKT3, TEK, PHKG1, PDGFRA, TAOK1, CAMK1, CLK2, STK35, STK25, RIOK1, CDK15, EIF2AK1, EPHB1, NEK4, STK3, STK32B, DDR1, ROCK1, EPHB2, MINK1, RIOK3, ALK, PIK3C2B, STK32C, PRKACB, MAP2K6, WEE1, CDK4, PKN1, FLT3, PRKD3, PIP5K1A, CDK11B, TNNI3K, MYO3B, MAPK1, ACVR1, IRAK3, CAMK2A, TLK2, MAP2K1, LYN, CDC42BPG, PIK3CG, DCLK2, STK11, ANKK1, C8orf44-SGK3, PDPK1, PKMYT1, CAMKK2, EPHA4, FLT4, NIM1K, DCLK1, MARK4, GSK3A, CSK, ACVR1B, NEK11, PRKG2, CDC42BPA, DDR2, PIK3CB, AURKB, STK38, STK33, HIPK1, GRK4, NEK6, EPHB3, PRKG1, MAPK4, MAP3K3, PRKX, RPS6KA5, CDK9, RPS6KA2"
BRD-K00003166,"HRH1, HRH2, HRH3",,,,"HRH1, HRH2, HRH3"
BRD-K04833372,"AURKB, IGF1R, AURKA, MAPK14, EGFR, INSR, ERBB4",,"IGF1R, INSR",,"AURKB, IGF1R, AURKA, MAPK14, EGFR, INSR, ERBB4"
BRD-K25412176,,,"AKT1, AKT2, AKT3",,"AKT1, AKT2, AKT3"
BRD-K07972848,"MTOR, PIK3CA, PIK3R1, PIK3CD, PIK3CG, PIK3CB",,"MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG","MTOR, MTOR-RPTORA-MLST8-KT1S1-DEPTOR, PIK3CA, PIK3CD, PIK3CG, PIK3CB","MTOR, MTOR-RPTORA-MLST8-KT1S1-DEPTOR, PIK3CA, PIK3R1, PIK3CD, PIK3CG, PIK3CB"
BRD-K15691453,"PTGS2, CYP2C19, LTA4H, LTC4S, ALOX5AP, CYP2C9, ALOX5, CYP3A4",,ALOX5AP,"PTGS2, CYP2D6, LTA4H, LTC4S, ALOX5AP, CYP2C9, PTGS1, ALOX5, CYP3A4","PTGS2, CYP2D6, CYP2C19, LTA4H, LTC4S, ALOX5AP, CYP2C9, PTGS1, ALOX5, CYP3A4"
BRD-K90737788,"TRPC3, TRPC6, TRPV1",,TRPV4,"TRPC3, TRPM8, TRPC6, TRPV4, TRPV1, TRPA1","TRPC3, TRPM8, TRPC6, TRPV4, TRPV1, TRPA1"
BRD-K95123482,,,FASN,,FASN
BRD-K00003364,"CCR8, CXCR2, CCR1",,,"CXCR1, CCR1, CCR8, CCR5, CXCR4, CXCR2, CXCR3, CCR2, SLCO1B1, CCR4","CXCR1, CCR1, CCR8, CCR5, CXCR4, CXCR2, CXCR3, CCR2, SLCO1B1, CCR4"
BRD-K00003379,,,,,
BRD-K62738477,,,EPHX2,,EPHX2
BRD-K05858796,,,SLC10A2,,SLC10A2
BRD-K70642949,"AURKB, AURKA, KDR, ROCK1, PDPK1, GSK3B, CHUK, SYK, PIK3CG, EGFR",,"AURKA, AURKB, PDPK1","AKT1, AURKB, AURKA, KDR, ROCK1, PDPK1, GSK3B, TGFBR1, CHUK, SYK, PIK3CG, EGFR, MAP3K5","AURKB, AKT1, AURKA, KDR, ROCK1, PDPK1, GSK3B, TGFBR1, CHUK, SYK, PIK3CG, EGFR, MAP3K5"
BRD-K00004689,"HRH1, HRH2, HRH3",,,,"HRH1, HRH2, HRH3"
BRD-K37590257,PDE4A,,PDE4A,,PDE4A
BRD-K30185465,LRRK2,,LRRK2,,LRRK2
BRD-K81689258,"RET, IKBKE, PTK6, EIF2AK2, MAP3K10, EIF2AK1, CYP2C19, CYP2C9, MAP3K11, MERTK, NEK4, MYLK2, DDR2, YES1",,"EIF2AK3, MYLK2","RET, EIF2AK1, PTK6, AXL, CYP2D6, NTRK1, DDR2, AURKB, MAP3K9, LCK, MERTK, MAP3K11, NTRK3, RIPK1, MYLK2, KIT, CYP3A4, EIF2AK2, MAP3K10, CYP2C9, NTRK2, EIF2AK3, YES1","RET, EIF2AK1, NEK4, PTK6, AXL, CYP2D6, CYP2C19, NTRK1, DDR2, IKBKE, AURKB, MAP3K9, LCK, MAP3K11, MERTK, NTRK3, RIPK1, MYLK2, KIT, CYP3A4, EIF2AK2, MAP3K10, CYP2C9, NTRK2, EIF2AK3, YES1"
BRD-K49215523,"PIK3CG, PIK3C2B, PIK3R1, PIK3CB",,PIK3CB,PIK3CB,"PIK3C2B, PIK3R1, PIK3CG, PIK3CB"
BRD-K41104902,"EIF2AK2, EIF2AK1, CYP2C19, EIF2AK4, CYP2C9",,,,"EIF2AK2, EIF2AK1, CYP2C19, EIF2AK4, CYP2C9"
BRD-K89464729,"ROCK2, MAPK10, IKBKB, ROCK1, RPS6KA1, CDK2, PLK1, AKT3, GSK3A, RPS6KA5",,"ROCK1, ROCK2","AKT1, ROCK2, AKT2, MAPK10, IKBKB, ROCK1, RPS6KA1, CDK2, PLK1, AKT3, GSK3A, RPS6KA5","ROCK2, AKT1, AKT2, MAPK10, IKBKB, ROCK1, RPS6KA1, CDK2, PLK1, AKT3, GSK3A, RPS6KA5"
BRD-K48062199,BAZ2B,,"BAZ2A, BAZ2B","BRD4, BRD9, BAZ2B, BAZ2A","BAZ2B, BAZ2A, BRD9, BRD4"
BRD-K21867462,,,EZH2,EZH2,EZH2
BRD-K17472821,PPM1D,,PPM1D,,PPM1D
BRD-K50679358,"LDHB, LDHA",,LDHA,,"LDHB, LDHA"
BRD-K08398903,,,,,
BRD-K09223495,KDM1A,,KDM1A,,KDM1A
BRD-K97656802,,,,,
BRD-K00003292,,,,,
BRD-K00003429,CYP2C9,,,"CYP2C9, RIPK1, NR1I2, KCNH2","NR1I2, CYP2C9, RIPK1, KCNH2"
BRD-K00004614,,,,,
BRD-K00003373,"RET, KDR",,,"RET, KDR","RET, KDR"
BRD-K00003421,,,,,
BRD-K00004711,,,,,
BRD-K00003121,"CYP2C19, CYP3A4, KCNH2",,,,"CYP2C19, CYP3A4, KCNH2"
BRD-K26514105,"PTGS2, GSK3B, OPRK1, HRH1, DRD2, PPARG, EDNRB, ADORA2A, OPRM1, SLC6A2, HTR2C, FFAR3, SLC6A3, PIK3CG, HTR1B, TRPC3, HTR3A, GIPR, ACVR2B, RXFP4, CACNA1C, FFAR2, ADRB2, SLC15A1, GPR39, TACR1, KCNH2, SLC6A4",,FFAR4,,"PTGS2, FFAR4, GSK3B, OPRK1, HRH1, DRD2, PPARG, EDNRB, ADORA2A, OPRM1, SLC6A2, HTR2C, FFAR3, SLC6A3, PIK3CG, HTR1B, TRPC3, HTR3A, GIPR, ACVR2B, RXFP4, CACNA1C, FFAR2, ADRB2, SLC15A1, GPR39, TACR1, KCNH2, SLC6A4"
BRD-K03155172,PPARG,,PPARD,,"PPARD, PPARG"
BRD-A10523515,,,ROCK1,,ROCK1
