broad_id,Target
BRD-K77258318,
BRD-K00003615,HRH2
BRD-K02992638,
BRD-K93460210,"SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A"
BRD-K00003387,
BRD-A64242993,
BRD-K86436199,ADRB1
BRD-K00003462,
BRD-A54275602,
BRD-K00004280,"ATP4A, ATP4B"
BRD-K19687926,"EGFR, ERBB2"
BRD-K00025602,
BRD-K60918217,CXCL2
BRD-K00003469,
BRD-K48894757,"PTGDR, PTGDR2, PTGER1, PTGER2, PTGER3, PTGFR, PTGIR, TBXA2R"
BRD-K36574127,"NTRK1, NTRK2, NTRK3"
BRD-K10207760,
BRD-K00003178,
BRD-M93148412,"ESR1, ESR2"
BRD-K10961822,PTGFR
BRD-K55703048,"HRH1, HTR6"
BRD-K61292460,"ACTA1, MKL1, SPIRE2"
BRD-K67375056,"GPR84, HNF4A, LTF, LY96, PLA2G2A, TLR4"
BRD-K11548689,
BRD-K35698076,
BRD-K51486818,MAOB
BRD-K00003501,
BRD-K00025603,
BRD-K18834913,
BRD-K08248804,"BIRC2, XIAP"
BRD-K20008181,DGAT1
BRD-M31057929,
BRD-K44715996,"AXL, MERTK, TYRO3"
BRD-K61795638,GSG2
BRD-K59831625,"ABL1, ACVR1, RIPK2"
BRD-K51485109,TGM2
BRD-K94485812,
BRD-K04853698,"ACVR1, BMPR1A"
BRD-K06593056,RARB
BRD-K05446112,
BRD-K78692225,"AHR, DHODH, PTK2B"
BRD-K78666663,"HCRTR1, HCRTR2"
BRD-A17883755,TNF
BRD-K00003261,
BRD-K39974922,"FLT4, KDR"
BRD-K00004696,
BRD-K00003269,
BRD-A18992208,CACNA2D1
BRD-K62398570,HTR3A
BRD-K03289534,
BRD-K75024268,SLC22A12
BRD-A27376179,"FLT3, NTRK1"
BRD-K21612934,
BRD-K94288301,
BRD-A32597168,
BRD-K00003474,
BRD-K88789588,CYP19A1
BRD-K27460187,MAPT
BRD-K01825581,
BRD-K81136890,
BRD-K45300898,GNRHR
BRD-K34469523,ADRB2
BRD-K30634073,"CHRNA2, OPRM1"
BRD-K73107279,ALPL
BRD-K00005329,
BRD-K24526313,KCNJ5
BRD-K49404994,"CACNA1B, SCN1A, SV2A"
BRD-A64698388,CHRM1
BRD-K43883465,"ADRB1, ADRB2"
BRD-K31812033,"ADRB1, ADRB2, ADRB3"
BRD-K73323637,
BRD-A46876182,
BRD-K33453211,"HRH1, NTSR2"
BRD-K59647213,"CRAT, CROT"
BRD-K84366268,CRAT
BRD-K27184429,HRH1
BRD-K34730807,"DRD1, DRD2, DRD3, DRD4, DRD5, GPR143"
BRD-K83551379,
BRD-K09471561,TOP2A
BRD-K62751771,
BRD-K50329370,"OPRK1, TRPA1, TRPM8, TRPV3"
BRD-K35559145,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR2A, HTR2C"
BRD-A67616246,HRH1
BRD-K02976377,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, SLC6A2"
BRD-K35189033,PGR
BRD-A54635441,
BRD-K03095347,"KCNJ11, KCNJ8, PDE3A, TNNC1"
BRD-K51671335,"CA1, CA12, CA7, DRD2, DRD3"
BRD-K30685142,"THRA, THRB"
BRD-A30655177,BTK
BRD-K00003132,
BRD-K16810791,PORCN
BRD-K47409078,CSNK1D
BRD-K00004284,"CYP19A1, CYP26A1"
BRD-A22642447,SCN5A
BRD-K99667445,PTPN1
BRD-K08439945,"ALOX5, PLA2G2E, PTGS2"
BRD-K00003504,
BRD-K81881550,
BRD-K68693535,
BRD-K52662033,"EGFR, SCN10A, SCN5A, SCN9A"
BRD-K62996583,"SCN1A, SCN3A, SLC29A1"
BRD-K00003275,
BRD-K60265345,
BRD-K48875051,TNF
BRD-K25015158,PTGER1
BRD-K75373031,LIMK1
BRD-K05906022,
BRD-K00003592,GUCY2C
BRD-K96550715,DPP4
BRD-K01827427,
BRD-K00003366,
BRD-K49384696,
BRD-K93814253,"GABRB1, GLRA1, GLRA2, GLRA3, GLRB"
BRD-K66876909,"MAOA, MAOB"
BRD-K99749624,"CSF1, CSF1R, FLT1, FLT3, FLT4, KDR, KIT, PDGFRB, RET, TEK"
BRD-K08973992,"FABP4, FFAR1, FFAR4, HNF4A, KCNB1, PPARG, TRPM8"
BRD-K59332007,"KCNQ2, KCNQ3, KCNQ4, KCNQ5"
BRD-K72922393,
BRD-K86118762,"IGF1R, INSR, INSRR"
BRD-K00004744,
BRD-K89152108,"THRA, THRB"
BRD-K46428823,
BRD-A14440173,
BRD-K39084158,
BRD-K00003717,GLP1R
BRD-K35775715,
BRD-K31339321,
BRD-A76533773,
BRD-K67966701,"ACE, ACE2"
BRD-A05334458,
BRD-K67943528,"ADRA1A, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, HTR6"
BRD-K73234506,FAH
BRD-M41245765,
BRD-K20986251,"GPBAR1, NR1H4, NR1I2, VDR"
BRD-K83029223,KIF11
BRD-K59391348,AVPR2
BRD-K70404782,NTRK2
BRD-K08532119,SMN1
BRD-K49921286,"HDAC4, HDAC5"
BRD-A04649065,NGFR
BRD-K66206289,"CHRNA10, CHRNA9, SLC18A2"
BRD-K15834839,
BRD-K55847762,
BRD-K00004554,
BRD-K66937583,
BRD-K06388517,
BRD-K82147103,"HTR1A, SLC6A2, SLC6A4"
BRD-A02990301,
BRD-K01825701,
BRD-K27955832,MGMT
BRD-K62858456,"CACNA1B, SCN5A"
BRD-K66036108,GART
BRD-K92213669,MTTP
BRD-K51768138,
BRD-K41599323,"FNTA, HRAS, KRAS, NRAS"
BRD-K78513633,GCK
BRD-K61250553,"CACNA1A, CALM1, OPRD1, OPRK1, OPRM1, POMC"
BRD-K99451608,
BRD-K28935038,
BRD-K82795137,HRH1
BRD-K09659835,"GABRB2, GABRB3"
BRD-K42066335,GABRA1
BRD-K01825818,"CCKAR, CCKBR"
BRD-K99879819,ALK
BRD-A90551241,"PTGS1, PTGS2"
BRD-K76205745,AGTR1
BRD-K56195681,MAPK14
BRD-K00003137,
BRD-K39983086,NR3C1
BRD-K09416995,"HDAC2, HMGCR, ITGAL, NR1I2"
BRD-K39915878,"ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, ADRB1, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HRH2, HRH4, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A, HTR2C, HTR3A, HTR5A, HTR6, HTR7, SLC6A2, SLC6A3, SLC6A4"
BRD-K21937671,CTSB
BRD-K01825691,PTGS2
BRD-K00004673,
BRD-K32322923,LPAR2
BRD-K01436366,LRRK2
BRD-K79337272,GRM5
BRD-K00004675,
BRD-K52914072,
BRD-K53124401,"LTB4R, LTB4R2"
BRD-K00003300,
BRD-K83970940,ADORA2A
BRD-K33814251,CLCN2
BRD-K00003521,"APEX1, TOP1, TOP2A"
BRD-K31309378,"FGFR1, FLT1, KDR, KIT, PDGFRA, PDGFRB, RET"
BRD-K67079690,"ADORA2A, ADORA2B"
BRD-A71774530,
BRD-K71058253,
BRD-K69236721,CFTR
BRD-K10031916,"DRD2, HTR2A"
BRD-A05926236,ATP1A1
BRD-K26901728,"PTGS1, PTGS2"
BRD-K00004532,INS
BRD-K51143828,"ADRA2A, ADRA2C, DRD2, HTR1A, HTR2A, HTR7"
BRD-K00003211,
BRD-K00004742,
BRD-K93228461,
BRD-K16742848,
BRD-K05236810,TOP1
BRD-K67013324,"MTNR1A, MTNR1B"
BRD-K00003107,
BRD-K54520417,"AR, NR1H2, NR1H3, NR1I2, NR3C1"
BRD-K00003425,
BRD-K32101625,TPH1
BRD-K21038058,"LIMK2, ROCK1, ROCK2"
BRD-K37083340,
BRD-K62289640,CNR1
BRD-K00004536,
BRD-K39707084,
BRD-K93331255,"AVPR1A, AVPR1B, AVPR2"
BRD-K78055238,GSK3B
BRD-K47557313,"TGFBR1, TGFBR2"
BRD-K49519144,GRM3
BRD-K34313798,"GRIA1, GRIA2, GRIA3, GRIA4, GRIK1"
BRD-K78118466,TGFBR1
BRD-K37865504,FAAH
BRD-K59227464,MAPK14
BRD-K35367061,LTB4R
BRD-K33864865,CCKBR
BRD-K85804405,
BRD-K04993719,
BRD-K13888115,SLC6A9
BRD-K90171280,AR
BRD-K00003131,
BRD-K92492521,"LTB4R, LTB4R2"
BRD-K21833260,RPS6KB1
BRD-K14109347,CHEK1
BRD-K20463415,CHEK1
BRD-K12068470,GCK
BRD-A64004759,HTR2B
BRD-K25630527,"JAK2, JAK3"
BRD-K00003195,
BRD-K18961567,MET
BRD-K94534639,BACE1
BRD-K00005249,
BRD-K15382985,CDK9
BRD-K17203476,"FGFR1, FGFR2, FGFR3, FGFR4, KDR"
BRD-K24675965,CCKBR
BRD-K51258098,BACE1
BRD-K27305650,"AKT1, CHEK1, GSK3B, LCK, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIM1, PLK1, PRKCA, PRKDC, ROCK1, RPS6KB1, SGK1"
BRD-K68220839,GRM2
BRD-K21070437,CTSS
BRD-K38385169,"BRAF, RAF1"
BRD-K82967180,MTOR
BRD-K22385716,"BRD2, BRD3, BRD4"
BRD-K41194171,HTR1D
BRD-K00004565,
BRD-K00003446,
BRD-K78637815,CNR1
BRD-K00003416,
BRD-K00004722,
BRD-K00003451,
BRD-K95899059,"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR7"
BRD-K06234293,TGFBR1
BRD-K08534264,"HTR1B, HTR1D, HTR2A, HTR2B"
BRD-A50062753,"GRIA1, GRIA2, GRIA3, GRIA4"
BRD-K20013301,
BRD-K54538117,
BRD-K87696786,GRM1
BRD-K36965586,"HTR3A, HTR3B"
BRD-K91147684,
BRD-A96977263,KCNQ1
BRD-K51265828,"DHH, IHH, SMO"
BRD-K09635314,"PLCB2, PLCB3, PLCD1, PLCG1, PLCG2"
BRD-K45528773,HDAC8
BRD-A93683007,
BRD-A13116749,ADRB2
BRD-K94948151,
BRD-K48812570,"EDNRA, EDNRB"
BRD-K00003167,
BRD-K16343284,
BRD-K00003328,
BRD-K48905682,
BRD-K30649484,"CA12, CA14, CA2, CA4, CA6, CA9"
BRD-K26168087,"GABRA1, PPARG"
BRD-A01976766,ACHE
BRD-A18396475,PKD2L1
BRD-K97884852,
BRD-K01624185,
BRD-A91448670,
BRD-K57365211,
BRD-K01825587,"CACNA1C, CACNA1D"
BRD-K00004729,
BRD-K30374899,
BRD-K03319035,SLC6A2
BRD-K00004293,CCR5
BRD-K71926323,
BRD-K59524082,PYGM
BRD-K21396683,"MMP1, MMP10, MMP11, MMP12, MMP13, MMP14, MMP15, MMP16, MMP17, MMP19, MMP2, MMP20, MMP21, MMP23A, MMP24, MMP25, MMP26, MMP27, MMP28, MMP3, MMP7, MMP8, MMP9"
BRD-K76594255,TACR1
BRD-K71035033,"FGFR3, KIT, PDGFRA, PDGFRB"
BRD-A87130939,ALOX5
BRD-K08623988,OPRK1
BRD-K00003497,
BRD-K00003237,
BRD-K07790550,GRM5
BRD-K47318833,VDR
BRD-K15898725,
BRD-K32218650,GPR119
BRD-K50712474,"AADAT, ABAT, AGXT, AGXT2, ALAS1, AZIN2, BCAT1, BCAT2, CBS, CCBL1, CCBL2, CSAD, CTH, DDC, FTCD, GAD1, GAD2, GADL1, GCAT, GLDC, GOT1, GOT2, GPT, GPT2, HDC, IGSF10, KYNU, MOCOS, NFS1, OAT, ODC1, PDXDC1, PDXP, PHYKPL, PNPO, PROSC, PSAT1, PYGB, PYGL, PYGM, SCLY, SDS, SDSL, SEPSECS, SGPL1, SHMT1, SHMT2, SPTLC1, SPTLC2, SPTLC3, SRR, TAT, THNSL1"
BRD-K55418700,NLRP3
BRD-K31168993,
BRD-K73276278,OPRL1
BRD-K75844781,"HTR1A, HTR1D, HTR1E, HTR2A, HTR2B, HTR2C, HTR6"
BRD-K24031866,HDAC2
BRD-K92758126,AADACL2
BRD-K61128465,DNM1
BRD-A62057054,"HTR2A, HTR2B, HTR2C"
BRD-K50888640,
BRD-K59753853,FBP1
BRD-K01825683,HTR1A
BRD-K01826803,HTR1A
BRD-K70840370,
BRD-K24283677,PARP3
BRD-K77987382,"TUBA1A, TUBB, TUBB4B"
BRD-A09467419,CHRM1
BRD-K29713308,
BRD-K76606751,
BRD-K96691275,
BRD-A20119038,"CHRNA1, CHRNA2, CHRNA3, CHRNA4, CHRNA6, CHRNA7, CHRNB4"
BRD-K28405228,
BRD-K25075681,"NTSR1, NTSR2"
BRD-K01826560,NR1I3
BRD-A07600638,
BRD-K50398167,"ALOX5, CNR1, KCNQ2, KCNQ3, PTGS1, PTGS2"
BRD-K10314788,
BRD-K81993098,
BRD-A66563878,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C"
BRD-K92908289,FFAR1
BRD-K40715924,
BRD-K94072573,
BRD-K99615199,PGR
BRD-K82216340,"ESR1, PGR"
BRD-K56515112,NR3C1
BRD-K92778217,"KCNQ1, PTGS1, PTGS2, TRPM3"
BRD-K20655524,
BRD-K40645748,
BRD-K00004691,
BRD-K19507340,"NR3C1, PGR"
BRD-K51324732,CCR2
BRD-K28595280,
BRD-K00495673,HMGCR
BRD-K14529030,STAT3
BRD-K12244279,MAP2K2
BRD-K75989555,
BRD-K97530723,"ASMT, CALM1, CALR, EPX, ESR1, HTR2B, MPO, MTNR1A, MTNR1B, NQO2, RORB"
BRD-K79392608,BBOX1
BRD-A42746051,
BRD-K18749874,DDC
BRD-K01826742,"PTGS1, PTGS2"
BRD-K92984783,"DRD2, HTR2A"
BRD-K87827419,
BRD-K36394566,HIF1A
BRD-A07164067,
BRD-K91938660,
BRD-K78126613,"AOX1, BGLAP, F10, F2, F7, F9, GGCX, NQO1, NQO2, PROC, PROS1, PROZ, VKORC1, VKORC1L1"
BRD-K01826025,"GGCX, VKORC1, VKORC1L1"
BRD-K75864342,
BRD-K53852914,
BRD-A45889380,PLA2G1B
BRD-A11662333,
BRD-K01825575,MALT1
BRD-A62421304,
BRD-A55469827,
BRD-K18194590,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3"
BRD-A83937277,SCN5A
BRD-K78299798,
BRD-A03216249,
BRD-K18207669,NR3C1
BRD-K65417056,
BRD-A02710418,BCHE
BRD-K97564742,HRH1
BRD-K45216060,TYR
BRD-K45152786,TOP2A
BRD-K21771665,
BRD-K91601245,"HPRT1, IMPDH1, IMPDH2, PPAT"
BRD-A43435802,
BRD-K04466929,"HDAC1, HDAC2"
BRD-K69726595,
BRD-K09372874,IMPDH1
BRD-K01612348,
BRD-K00003293,
BRD-K28849549,"ALOX5, CHUK, IKBKB, MPO, PPARG, PTGS1, PTGS2"
BRD-K49954789,
BRD-K01827307,"DRD2, HTR2A"
BRD-K69688083,"ACHE, BCHE"
BRD-K31920458,ESR1
BRD-K91336023,"HTR2A, HTR2B, HTR2C, HTR3A, HTR3B, HTR6, HTR7"
BRD-K33442414,
BRD-K16474819,
BRD-K22518984,INS
BRD-K28580965,
BRD-K76812510,PTGS1
BRD-K95701999,
BRD-K01826731,ADRB2
BRD-K96253961,ADRA1A
BRD-K27182532,"ABL1, BCR"
BRD-A94709349,
BRD-A78277353,ADRA1A
BRD-A38218502,OPRD1
BRD-K56699285,"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR5A, HTR6, HTR7"
BRD-K79602928,"ACACB, PRKAB1"
BRD-A18056626,"CHRM2, CHRM4"
BRD-K00003351,
BRD-K53896891,ACHE
BRD-K09859624,"CHRM1, HRH2"
BRD-K47323024,HRH1
BRD-K88143662,"CHRNA4, CHRNA7, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIA2, GRIK2"
BRD-K00002562,"CA1, CA12, CA14, CA2, CA4, CA7"
BRD-K30114692,
BRD-K02764365,
BRD-K34388247,
BRD-K54416256,TPO
BRD-A39515206,METAP2
BRD-K00004541,ACE
BRD-A31521121,CA1
BRD-K34591242,
BRD-K59456551,DHFR
BRD-A39189014,"ADRA1A, ADRA1B, ADRA1D"
BRD-K63430059,"CYP1A1, CYP1A2, CYP2A13, CYP2A6, CYP3A4"
BRD-K79277568,APEX1
BRD-K06152156,"ATP2C1, ATP5D, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GLRA1, GLRB, GRIA1, KCNA1, MT-ND1"
BRD-A21474126,
BRD-K48619321,"CHRM1, CHRM2, CHRM3"
BRD-A57592049,"CACNA1G, CACNA1H, CACNA1I"
BRD-A95340155,"SLC12A1, SLC12A3"
BRD-K01292611,"FCGR1A, FECH"
BRD-K10132944,
BRD-K10103010,
BRD-K01827294,
BRD-K00004543,CHRM1
BRD-K00003518,
BRD-K46531780,
BRD-K00003534,
BRD-K48578705,"ADRA2A, ADRA2B, ADRA2C, DDC"
BRD-K82259334,
BRD-K54770538,ACHE
BRD-K34685430,"DRD1, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C"
BRD-K43192255,CHRNA7
BRD-K00003599,"OPRD1, OPRK1, OPRM1"
BRD-K78321730,
BRD-K35240538,NR3C1
BRD-K24452555,NR3C1
BRD-K00003673,
BRD-K11900042,
BRD-K35941380,"HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR5A, HTR6, HTR7"
BRD-K58265391,
BRD-A99388803,
BRD-K83766205,TH
BRD-K01826545,"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR5A, HTR6, HTR7"
BRD-K01826531,CHRM5
BRD-K75641298,"CHRM1, DRD2, HTR3A, HTR3B, HTR4"
BRD-K16484091,"CHRM2, CHRNA2"
BRD-A61793559,SLC12A3
BRD-K01826568,"ADRB1, ADRB2"
BRD-A71725768,"PTGS1, PTGS2"
BRD-A22101059,ACHE
BRD-A45543382,
BRD-K99241550,
BRD-K52020312,"CYP2C9, CYP3A4"
BRD-K46862739,CYP11B1
BRD-K94441233,HMGCR
BRD-K18613660,
BRD-A64092382,"PLAU, SCN4A, SCN5A"
BRD-K45114938,
BRD-A63444178,PARP3
BRD-K34328244,"CYP19A1, XDH"
BRD-K60230970,PSMB1
BRD-K03128577,CHRNA7
BRD-K56277358,"AXL, MET"
BRD-K26726854,PI4KB
BRD-A19661776,"ADRA1A, ADRA1B, ADRA1D, HRH1, HRH2, HTR2A, HTR2B, HTR2C, HTR6, HTR7"
BRD-K42981054,GRIA1
BRD-K09549677,"ANO1, CACNA1C, CACNA1D, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CACNB1, CACNB2, CACNB3, CACNB4, CATSPER1, CATSPER2, CATSPER3, CATSPER4"
BRD-K40407248,
BRD-K01826511,"TRPM2, TRPV5"
BRD-K18552138,
BRD-K45163704,"GRIN2A, GRIN2B, GRIN2C, GRIN2D"
BRD-K68822425,
BRD-A79981887,
BRD-K13646352,"FLT3, PRKCG"
BRD-K37270826,"AR, NR1I2, NR3C1, PGR"
BRD-K00004244,PPARG
BRD-K44779798,"GAA, GANAB, GANC, MGAM"
BRD-K33251802,UGCG
BRD-K64338723,MAOB
BRD-K00003406,
BRD-K00004287,"SLC6A2, SLC6A4"
BRD-K67080878,"PDE2A, PDE3A, PDE3B, PDE5A"
BRD-K01824991,PLA2G1B
BRD-K67642028,"CCL2, SHMT1, SHMT2, TYR"
BRD-K02867583,"ACHE, CHRM1, DRD1, DRD2, HTR2A, HTR2B, HTR2C, MAOA, SLC6A4"
BRD-A74347210,
BRD-K00003346,
BRD-K89337853,"FDPS, GGPS1"
BRD-K06902185,"ABCC9, KCNJ1, KCNJ10, KCNJ11, KCNJ8, PTGS1"
BRD-K30764557,
BRD-K39706510,
BRD-K47949423,"ADRB1, ADRB2, ADRB3"
BRD-K00003434,
BRD-K55420858,MRE11A
BRD-M78068755,
BRD-K82967685,PDE5A
BRD-K00003484,
BRD-A64977602,"ADRA2A, ADRA2B, ADRA2C, HTR2A, HTR2C"
BRD-A16263897,
BRD-A72351335,"PTGER2, PTGER3, PTGER4, PTGIR"
BRD-K00003136,
BRD-K52959329,"ABCC8, KCNJ10, PPARG"
BRD-K35882976,VWF
BRD-K59670716,
BRD-K00003362,
BRD-A31204924,"CYP11A1, CYP11B1, ESR1"
BRD-K21680192,TOP2A
BRD-A48465967,CHRNA2
BRD-K00003356,
BRD-K39576764,
BRD-K00003146,
BRD-K21884483,HRH1
BRD-K88061624,IMPDH1
BRD-K71315565,CNR1
BRD-K91405252,"HCAR2, HCAR3"
BRD-K00003190,
BRD-K00004557,
BRD-K18850819,
BRD-K38868394,AR
BRD-K14175878,CCR2
BRD-K16732600,GCGR
BRD-K00003304,
BRD-K54256913,WEE1
BRD-K00004660,
BRD-K03128512,
BRD-K68065987,"AKT1, AKT2, AKT3"
BRD-K43316319,TRPV1
BRD-K56405753,"FGFR1, FGFR2, FGFR3, FLT1, FLT3, FLT4, KDR, MERTK, MET, MST1R, NTRK1, NTRK2, PDGFRB"
BRD-K27983781,PTGER4
BRD-K66911501,CALCA
BRD-K95828359,HCRTR2
BRD-K00003482,
BRD-K03886848,"BRS3, GRPR, NMBR"
BRD-K53665955,"AURKA, AURKB, AURKC"
BRD-A73679382,"ABCC2, CYSLTR1"
BRD-K03894385,"HCRTR1, HCRTR2"
BRD-K00003199,
BRD-K00003194,
BRD-K55512740,MET
BRD-K29656036,SCD
BRD-K00003397,
BRD-K25279140,AURKA
BRD-K20168484,
BRD-K86677390,
BRD-K61695967,
BRD-K90316462,MAPKAPK2
BRD-K59317601,"MTOR, PIK3CA, PIK3CD, PIK3CG"
BRD-K73877023,PIK3CA
BRD-K43410529,
BRD-K83963101,AURKA
BRD-K15203492,
BRD-K69343602,"HTR3A, HTR3B, HTR4"
BRD-K89306950,
BRD-K33743361,
BRD-A28422330,CDC42
BRD-K59036917,
BRD-K64835161,"CLK4, DYRK1B"
BRD-K77547509,NR5A2
BRD-K27539181,GPR55
BRD-K80021413,"TRPC4, TRPC5"
BRD-K00004301,KCNQ4
BRD-K92995792,"CACNA1G, CACNA1H, CACNA1I"
BRD-K44432556,HIF1A
BRD-K60020910,KCNQ1
BRD-K48188942,STK33
BRD-K51137250,KCNJ3
BRD-K24600306,PLD2
BRD-K92606079,NTSR1
BRD-K93942811,USP1
BRD-K25611237,KDM4A
BRD-A29014990,"CYP3A4, MAPK11, MAPK12, MAPK14"
BRD-K33892651,"ACVR1, ACVRL1, BMPR1A"
BRD-K81044214,LYPLA1
BRD-K02160913,"KCNK3, KCNK9"
BRD-K52644305,"BRAF, RAF1"
BRD-K68402494,TRPC6
BRD-K68474068,
BRD-K98353094,RARG
BRD-K00004622,
BRD-K56077740,
BRD-K78973789,
BRD-K50293352,HTR1A
BRD-K16183658,TNKS
BRD-K63151507,
BRD-K16485616,"HDAC1, HDAC11, HDAC2, HDAC3"
BRD-K07237224,"MAOA, MAOB"
BRD-K25317177,
BRD-K34441861,"ACE, ACE2"
BRD-K52598503,"MAOA, MAOB"
BRD-K49372556,PTGS1
BRD-A87673115,
BRD-K01291782,EGLN2
BRD-A65280694,"DRD2, HRH1, HTR2A"
BRD-K63861289,GUCY1A3
BRD-K50265942,NR3C1
BRD-K60640630,NR3C1
BRD-A78377521,KIF11
BRD-K55375480,
BRD-K00004607,
BRD-K54262262,TYR
BRD-K65508953,
BRD-A48938994,
BRD-K00004695,
BRD-K79926543,
BRD-A31454688,
BRD-K69470111,"ALOX5, CYSLTR1"
BRD-A51747092,
BRD-K21548250,SCN5A
BRD-K71454870,
BRD-K11590034,"ADORA2A, ESR2, FASN, MCL1, SLC22A12"
BRD-A40546373,CYP51A1
BRD-K38938675,
BRD-K88786763,
BRD-K00003491,
BRD-A39052811,HTR4
BRD-K00004657,
BRD-K99616396,"FLT1, FLT4, KDR, KIT"
BRD-K11785681,TLR8
BRD-A08899266,
BRD-K12742203,
BRD-K00003660,
BRD-K66615216,TOP2A
BRD-K81144366,
BRD-K77771411,"ADRA2A, ADRA2B, ADRA2C"
BRD-A31095847,"AVPR1A, AVPR1B, AVPR2"
BRD-K60690191,"GRM1, GRM4, GRM5"
BRD-K45551181,TTK
BRD-K18530250,TTK
BRD-K94853001,TTK
BRD-K43812936,
BRD-A30590053,
BRD-K84883208,TBXAS1
BRD-K44022883,"GABRA1, GABRA2, GABRA3, GABRA5"
BRD-K57416838,
BRD-K68795758,APP
BRD-K37618799,"ADORA2B, ADORA3"
BRD-A06784547,ADORA3
BRD-A78093359,
BRD-K91135178,P2RY6
BRD-K10575656,"ADORA1, ADORA2A, ADORA2B, ADORA3"
BRD-K00003417,
BRD-K00004683,
BRD-K00003381,
BRD-K00004703,
BRD-K25143390,CXCR4
BRD-A28329383,"GRM2, GRM3"
BRD-K19061412,"EGFR, ERBB2"
BRD-K15262564,
BRD-K60441002,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRR1, GABRR2, GABRR3"
BRD-K72078047,
BRD-K90524085,PDE5A
BRD-K92428153,"IMPDH1, IMPDH2"
BRD-K63750851,"IMPDH1, IMPDH2"
BRD-K43149758,PIK3CG
BRD-K48388905,"NOS1, PRKCA"
BRD-K88153212,
BRD-K90410034,TRPM8
BRD-K77817104,
BRD-K57027742,
BRD-K78844995,
BRD-K80653534,"B4GALT1, B4GALT2, B4GALT3, B4GALT4, NAGK, NAGLU, NAGPA, RENBP"
BRD-A24857382,
BRD-K52523550,
BRD-K28121004,
BRD-A92872453,
BRD-K73700643,
BRD-K75390981,HRH4
BRD-K00004214,
BRD-K64191834,
BRD-K28030264,
BRD-K82236108,
BRD-K33445938,
BRD-K60060639,
BRD-K52732207,
BRD-K62056274,
BRD-K93806173,
BRD-K97360717,
BRD-K39693230,
BRD-K36804890,NEDD4
BRD-K65146499,"PTGS1, PTGS2"
BRD-K01824972,"AHCY, AKR1A1, ALDH2, BLVRA, DHPS, DLD, GALE, HMGCR, HSD17B1, HSD17B4, IMPDH2, MGAM, P2RY11, SORD, TRPM2"
BRD-A24397426,
BRD-A87606379,"ADRB1, ADRB2, ADRB3"
BRD-M06409173,"DRD2, DRD3, DRD4, GHSR, HTR2A, HTR2C"
BRD-A71262238,"DRD2, DRD3, HTR1A"
BRD-K06674495,"ASIC1, ASIC2, ASIC3, C1R, PRSS1, TPSAB1, TRPM7"
BRD-K18574842,"CYP1A2, CYP3A4, SLC22A6"
BRD-A67862938,
BRD-K74141488,
BRD-K01826561,ADRA1A
BRD-K66404838,"OPRD1, OPRK1, OPRM1"
BRD-K89272869,"OPRK1, OPRM1"
BRD-K47886988,
BRD-K68407436,"OPRD1, OPRK1, OPRM1"
BRD-K41458421,OPRM1
BRD-K67511046,"CREB1, ESR1, OPRD1, OPRK1, OPRM1, TLR4"
BRD-K70898774,"OPRK1, OPRM1"
BRD-K88172511,"OPRD1, OPRK1, OPRM1, SIGMAR1"
BRD-K81275354,"OPRD1, OPRK1, OPRM1"
BRD-K34088084,"OPRD1, OPRK1, OPRM1"
BRD-K18280217,
